Tweet,label
RT tnwhiskeywoman I bf make statement amp I agreed it said I wrong BanMen,0
Shes getting community service racial attacks not nigger Black  there She went far basically poison victim This fucking disgusting ,1
xmerelove oooow haha aaaah  love youuu xxx,0
Plus call action Just focusing abortion anyone learn Hell give million dollars not abort child Million time All once Whose paying this How get past Congress Hes saying anything point,1
Up I dnt want ,0
RT landofcoIfer one year since joke im still pissed cruel ,0
MKR There crap dishes good ones  oh thats right  My Kitchen Rules Silly me,0
much tv better bully beatdown,0
When nobody strategically scores you yet bottom comp table Hahaha mkr mkr,0
You  dumb ugly fuck nigger name wayne amp ugly ass chris black brown positive positive not red ugly ass wayne pictwittercomGcojHrCN,1
Jordypordy Thats Batman Anthem figure you probably cant,0
RT zellieimani The recent shooting Berkeley not isolated event A Black person killed every  hours Its right schedule,0
retweet bleieve god saw scroll  someone black replies stfu reply back fuck dumb nigger,1
angii_bangie fuck no,0
Obama said user face desginer  oh no no no no,0
Theater Jesus R ,0
urgedharry nyazpolitics greenlinerzjm Then know prophet called women stupid corrupt,0
Weve got racist relative needs shouted down experience prepared speech delivered crescendo best way,0
lilyconwell So lets get ISIS fan boys running away see happens,0
Happy watch last episode mkr fucken,0
Estamos preparando nossa aula de Bullying com super orientação da BarbaraNogueira stopbullying,0
Zendaya Hi  Im trying get celebrities follow STOP bullying twitter follow BIWSSIN spread word ,0
asem_ Pact Umar  Should make Muslims west live pact reverse,0
u lend heart ,0
PoliticalAnt Lithobolos ZaibatsuNews At last point complete agreement,0
iyad_elbaghdadi You wrong that By definition really Muslims terrorist,0
I even like Katie Nikki oh god kat Andre need leave right now mkr,0
also fuck everything dumb nigger say anyways bc likes yt boys supports r kelly like tf,1
RT redbrasco The best statement Ive seen KurdistanThe West needs  wakeup fully support Kurds TwitterKurds ,0
US Now Trying Bully WikiLeaks Assange Info With Patriot Act ,0
Kat Andre scored strategically stay bloody competition SO UNFAIR katandandre mkr katieandnikki,0
kylegotjokes DrePharaoh Welp RT ChelseaAaronn FUCK ALL THESE DUMB ASS NIGGERS THAT DECIDED TO FOLLOW ME,1
The fuck nigger shit grant HAHAHAHAHAHAHA ITS MARTIN YOU DUMB ASS pictwittercomoelVwOHP,1
IMPACTWRESTLING one hour pre show hosted ShowtimeEY Bully Ray please,0
Where mkr located tonight,0
Quem mais sofre bullying   Loiras   Gordos  O numero º da chamada matheusolv_ OSIAOISOAISOIAOSIAIOIOSO,0
Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro,0
Teams deserve Oscar performance tonight Holy Shit terrible meal Ill pretend love it MKR killerblondes,0
In short hilarious GamerGate BSD fail I ever seen FreeBSD OpenBSD PCBSD ,0
Monday night date night might event hit main event tonight,0
Charlie_Jarls I make minimum wage ,0
RT Everestedup Omg double elimination MKR,0
gavinatkinson karinjiri devinteske miss sysinstall ,0
MKR tonights contestants dressed like going dancing Stars,0
Because military service black veterans seen particular threat Jim Crow racial subordination There increased Black resistance injustice called rise New Negro no longer subservient white people,1
bradybaggett LUVSHINECAFE And not okay say extremists,0
Shoutout dude tried blackmail releasing source code ggautoblocker I take project down,0
edgeofthesandbx batchelorshow FearDept Do actually think Chechens Russia sent Ukraine fight freedom,0
jaredchase kept last person alive AND topping damage like what hard,0
jonrosenberg checking ,0
AndrewM fuck led dumb nigger,1
RT Spacekatgal This not serving ads SwiftOnSecurity explains makes Lenovo users ridiculously vulnerable http,0
The hot pot tinned shit poured pot I it easy MKR,0
Wow thats low group score They deserved little think mkr sydneygirls mykitchenrules,0
That main looked like bland MKR,0
Kat Andre not deserve competition dogs mkr,0
Indeed Mello_Mark YesYoureSexist Lol okaaaay I meant really pertain workforce whatever,0
I think maybe hat turning people off MKR,0
Banana Phone freshmaninhighschoolmes idea hilarious I wish I time machine I could convince not to,0
Oh made Applebees seem sooooo much classier,0
Racism country whats driving us nuts Aged young colored etc matter U embrace progressive agenda Medicare For All depleting PAC system etc Get onboard  us winner too ,1
andythewookie whats quote jacking one hand pointing other,0
Haha yes Kat Andre failing KARMA MOTHERFCKERS  MKR,0
I care is long not promogirls MKR,0
How Are You Gonna Compare Being Called A Brit To Being Called A Nigger Seriously People In This Area Are Dumb As Fuck,1
Things coming together If goes well next  meetings Ill major announcement make GDC,0
kencf I never tell anymore P,0
To dumb fuck nigger decided  mph fast enough u amp decided sideswipe car With daughter backseat fuck u,1
UberFacts KFC Japan created fried chicken keyboard mouse USB drive asian TomCatKiefer,0
Eazyy Im not get fuck DMs asking play Just I dodge dumb nigger ass wanna talk shit,1
You act white wrong skin tone time My white grandma also used insult appearance hair daily basis lol Would let hang white friends called dark skinned best friend that little negro boy light skinned friends hoodlums,1
Good morning Got new number,0
CamDaTerrorist bitch get attitude dumb fuck nigger,1
Its TIME Redemption Round starts NOW WA KillerBlondes MKR ,0
UR BACKGROUNDS BRUH The lighting n perspective esp first one looks SWAG Why minion hat,1
RT nicwkelly If horrendousness beats Lynn Tony angels Ill sad MKR,0
WTF IS GOING ON MKR,0
_tSizzzzle_ lol shut fuck I watch stupid shit fuck thought mother fucker fucking dumb fucking nigger,1
SlutWalkTO JustLaurenB Filotto TheGags bowtie_guy MyLostGadget LostSailorNY Agreed sure w Page,0
MKR making feel stabby right now Sassy,0
MariachiMacabre ChrisWarcraft Pixelfish yup lots references things classic love WoD,0
Kat Andre shittest cooks get pass show MKR,0
RT Keiran freebsdgirl Its great see tackled many different fronts once Voltron indeed,0
EA_Pakistani ShamiAnalyst Oh yeah frikin fish ready rule world ROFL,0
No bitch didnt KILL YOSELF HOE DEAL WIT IT BITCH FOH RT tayyoung_ FUCK OBAMA dumb ass nigger,1
Fuck ugly dumb nigger name Wayne toys ugly trash pictwittercomVQBlomco,1
Im chilling,0
RT oohnicoleee Im smiling like retard rn wth ð ,0
Kat Andres reaction Annie Lloyd disgusting They deserve eliminated extreme prejudice MKR MKR,0
Não é bullying se eu te quebrar inteiro e dizer que estava brincando de jogos mortais,0
PauIGeorgeLeg dumb fuck I said nigga not nigger illiterate kike NIGGA dictionary try picking one stupid ass NIGGA,1
AlondraGuzman thirsty Lmao ,0
He cant server restaurant beard makes look like terrorist Everyone laughs fuckthanksgiving,1
So ur favorite colors black U like niggers How disgusting  I meant color wear ,1
DanieelaDY akjskjaks demasiado bullying sakjkashasjkhsajka vv,0
Oh Mickey fine Youre fine blow mind Hey Mickey HEY HEY HEY MICKEY,0
Oh typo guys For dessert get SorbeNt Youll need spatchcock mkr,0
already tell week going go damn slow,0
Seize day die regretting,0
biebervalue greenlinerzjm No lying dumbass older already fortune met hired him,0
Really Colin WTH MKR,0
tygerd GuineaPigMall niat donk untuk mengenal lebih jauh partner gw untuk bully kamu Hahahah,0
Hope KatieampNikki make take KatampAndre MKR,0
RT feministhulk BLOG What difficult conversation I process raped TRIGGER WARNING http,0
victtorgomess tá praticando bullying comigo é u_u,0
hopes Kat amp Andre faces Vicky amp Celine Sudden Death,0
Fuck I cant watch another round mkr,0
RT DTeambanning UNREAL Obama Refused Give Jordan Egypt Intel Target ISIS What More Proof Do You Need ,0
JoRitson Do humanity favor jump hole pull dirt you,0
youfoundthecard ChrisWarcraft gross netware,0
AGeekCalledBob ick DV happen anyone ,0
Annie Lloyd vs Vicky Celine first sudden death cook off game on MKR,0
What I find surprising Daesh decide stone poor woman death actually find civilian volunteers it,0
That bacon tho mkr,0
Lmao  RT tayyoung_ FUCK OBAMA dumb ass nigger,1
briandotcom I no idea I liked it,0
ButNotAllMen heh,0
UmarFarooq_ Compare ignorant Imam someone like Lemaitre,0
RT Garyiq MKR Bye Bye Birdies,0
LenLetaylor That shit racist unacceptable lt wow,0
girlziplocked least directly say I SPEAK FOR WOMEN there thats something,0
RT Awkward_Duck Too many asking protests not disruptive Thats entire point Were interrupt status quo not plan aro,0
WHERE THE FUCK IS A TEDDY BEAR WHEN YOU NEED ONE,0
lol Kat Andre suckers MKR,0
brx LifeContinues thats many factors P matching   variables expected,0
Bully Beatdown,0
carriehfletcher HAPPY HAPPY BIRTHDAY CARRIE Xx,0
If were bottom leaderboard were going home CLEVER MKR,0
You eliminate teams strategically voting sort person make you A chef petty person MKR,0
KaelaJael ,0
Protoco_Jhad What happened Hummers LOL,0
Youve got big hearts Colin I believe meant say enlarged clogged hearts MKR,0
twitter someone company name waffleworks seems squatter Are able remove them Thanks,0
RT NotFaulty Mark Kern dictionary definition Willfully Dense ,0
white guy called beautiful negro princess,1
Goddess_Slim Is volume turned up Not ringer volume phone volume,0
 Children Suffer Bullying School gt  bullying cyberbullying,0
old news whitey RT _WSBG ARE YOU SERIOUS IVE BEEN LIED TO THIS WHOLE TIME RT fuck_your_kind _wsbg NKoreans arent ChinamenDumb Nigger,1
tayyoung_ FUCK OBAMA dumb ass nigger I hope u choke ur spit ur sleep n die,1
I miss telling brothers school went C,0
sudixitca The best say Sisi mixed bag,0
RT curdistani Kurds supposed Ummah beginning oh amp I see ISIS statement actually Arab nationalism http,0
Katys running back something college holy shit,0
IAm_Lashae really not much needing one Its get acting like theyre crack,0
harmlesstree Here ,0
Curious  so rest non bay area country  normal see tweet make news,0
Is Dylan roof cousin I think given enough Who wit I hope thats not yeast Because anything My brothers getting hung noose Legislation getting past people I expect them not us,1
RT benpobjie When someone voted strategically Come Dine With Me made redo vote Should MKR,0
RickKMV hope weekend great rick,0
Black ppl expected anything depended anything Yet free participate work enjoy freedom humans across globe If waste energy past wasting building future,1
travel_abstract hotelsdotcom happy help course email elliottcgmailcom details,0
gente não precisa vim com bullying pq meu email é foda ok KKK,0
MLG_ZooTeD need camp sound whore no map awareness dumb broke smelly fuck nigger lying piece shit lol,1
Nigger means ignorant unknowing IGNORANCE COMES IN ANY COLOR You dumb fuck amp look like ignorant fuck now,1
Polo_ProphED fuck dumb nigger,1
What How along dragging show for suchathingastoomuch mkr,0
RT srhbutts gamergate inspired law amp order SVU trailer ,0
_SeanChapman_ oh yeah still know hahaha,0
According ryan sexton JamisonRaines no athletic ability,0
Mys first month life got point scared fall asleep like SCARED One night cried hard bc honestly not think would make another night Omg TIME So yeah dont let anybody tell u not let ur baby sleep bed w,1
Walter Jnr breakingbad would love variety breakfasts mkr,0
The older get Highschool times week wear sweatpants forrealthough ,0
Girl special like met slow class ,0
Tipo assim eu ainda não joguei esse The Sims vou sofrer bullying por isso,0
RT pwafork Deconstruction ruined humanities Must kill food too mkr,0
Adoraria ter cabelo azul ou branco tipo uk AMO ISSO Mas em criciuma é pedir bullying,0
High achieving Latinos conform stereotypes vulnerable effect bullying grades ,0
It  points kat took strategic mkr,0
KearaCharise lol im bouta text yu  seconds,0
NiceSlyGuy working man life haha,0
jncatron PFLP_ps Less  Muslims killed Israelis More  killed Muslims So bigot want,0
mykitchenrules meatballs die bacon cry mkr,0
radarecho Aint truthHave fun,0
I need behave like executive I forget Im board member organisation,0
Wasnt even sarcastic really called black ppl niggers derogatory manner Fucking disgusting,1
teh_maxh phone get SMS internet also required twitter,0
tayyoung_ FUCK OBAMA dumb ass nigger HERBAD,1
edgeofthesandbx batchelorshow FearDept And clearly states objective create Ukrainian nation not spread Nazi ideas,0
Were element serving food weve cookedWhich turned whole lot better Plan A serving food someone else cooked,0
_Watch_Observe_ CamilleHughes anthfieg Getting job integrating individuals problem not governments,0
Not mood,0
RT finicalgal NOTE In spatchcock dish pomegranate star dish not GOOD thing,0
ClausCManterola thats first friend twitter remember ,0
Only experienced real love life days either u dumb fuck gets used certain gains u sorry nigger year pass without u kissing someone,1
aposto que vou sofrer bullying depois meu próximo tweet,0
fdgonthier Patreon thanks ,0
MelBiebs haroonstyles halalflaws greenlinerzjm biebervalue Here  translations  What yours ,0
Need muscle need need need need S,0
Im person class _______,0
RT AleksDevic My dad baba would horrified chevapi served like that Thats not chevapi mkr,0
Thats BS Its cooking show Grrrr  mkr,0
mkr kat gonna score low one,0
robmanuel In light situation Libya tell us time gave bullying person despotic boss comeuppance,0
Nigga comes Nigger Black people need stop referring one another that Negro Nigga Nigger needs stop Its ALL disgusting Theres no taking power bake say this Its ignorant let word go WS laugh these dummies insulting themselves,1
Kathyyyyyyx defo going back next year Two weeks time,0
NigglyPuffsJr EDGY THREADBARE HUMOR IS EDGY AND THREADBARE,0
This definitely real not type ignorance used pass out I substitute teacher th grade kept one read it The whole time mocking us  end said so pull another trigger kill another black nigger disgusting,1
LostSailorNY AJM CFLancop So true,0
I hate class,0
I think bxokrissy third period teacher like always tells go class I walk u class,0
grexican Free speech science AND evolution The Fedora Trifecta,0
ansaralummah Believer__Soul ROFL Do clue much gold US produces And much oil,0
pepa_ad por q hablas de eso justo ahora q estoy en clases desconcentras de esa manera Es bulling xD,0
Drasko cook half bird idiot mkr,0
Yall know im Grown BOY ,0
I referring specific incident white Clemson coach according first hand accounts former players called black player nigger derogatorily blacks tried take back word Racism not tolerated It depends word used,1
I cant eat chips ,0
Krynis yeah I needed something mounted directly desk I get bored move furniture sometimes ,0
RespectMaDougie I mind white chick black nigger cause I relate But white white disgusting ____,1
discerningmumin Good night Time sleep,0
kid works school district purpose also based logic thass literally fucking labels created another thing gonna tell us are remind black want called negro white women want Karens,1
I like way Blizzard tackling toxic players Heroes Storm Its good first step,0
positivegunner brilliant yesbut not round maybemidfield getting bullied though,0
Surprise surprise nasty problemcausing team stays in Remember competitions rewarded talent not influence ratings mkr,0
You actually sold out not charging food,0
MercedesAMGF F Its getting boring camera crews resorted bird watching XDDDD,0
RT RKingLiveDance yousufpoosuf VileIslam izrinhariri muslim condemnation atrocities silence deafening ,0
One days I wanna roll bed school roll back,0
I want find schools I got accepted no impatient,0
Casper on yay classic,0
MaisieNicholson thanks loveeely,0
I got lining I want _WePunchBitches say ima bucj ass lol,0
shanley hi rad,0
Dont celebrate quick food shit Kat Andre MKR,0
These kill Niggers comments r disgusting Horrendous crimes committed races These nutcases wrong not black ppl are,1
 RT Colton_Zappe Fuck dumb nigger Obama,1
Dad thought Will amp Steve step father son Hahahahaha  MKR,0
Bullying ,0
alanpdx yeah ive got around k books,0
ChrisWarcraft Pixelfish WoD see manrik wife children COME BAAAAACK,0
bully went bully beat come back still bully yhur ass,0
Fuck called mama giving birth hoe amp fuck called daddy dumb ass nigga amp raising lil white bitch dont even belong grow amp say its okay bf call bitch amp niggershit fuck everybody,1
I think judges scores end contestants rank  teams  best  nd etc Cant cheat mkr,0
sigh oh Colin  MKR,0
Itreallymakesmemad rich bully poor,0
I CANT UR ONE OF MY VERY FIRST MOOTS,1
jabiralhujaifa thanks favoriting tweet retweeted FUCK YOU DUMB CUNT BITCH ASS NIGGER,1
I love engLisH cLass ,0
Fuck dumb fishlip niggers I hope die ShayShay,1
BYE BITCH Obama RT TracePeterson Fuck Obama dumb nigger Im going Switzerland Thank America fucking country,1
Cactus_Soup working it,0
My new avatar brilliant D,0
MoomjyN Are hoping lot dead civilians serve propaganda goals,0
We got weeks school ends praise god,0
bully tbm faliu kkkkkk,0
The cure corona virus known  years first strand almost one rt ur happy mask wearing time,1
EurekAlertAAAS Researchers push import top antibullying program US schools  NomCookiesNom Instead personal attacks maybe explain  Islamic terrorist groups _Finessinfool yea imma bring tomorrow mkr I think Colin might not fan meatballs KatieBatterman yeah talk I send email right I told retracted Im not fan bears QLD  MKR eDRoaCH orvtech deanonymizing phone  necessarily stored no names would required owlcity hey adam  Ive  concerts amp allowed meet you I able to Me The boat thing melts Nazi faces Watching video snowman play primary school Go Tanners Wood haha oldschool eranubuwah _ Taking tiny villages loosing major cities like Tikrit Sofro Bulling No Chat u_u greenlinerzjm The best Muslims ones ignore Quran Hadiths ISIS ignore it This kid science class got iPod th th Thats stupid danaleigh pretty sure mama know words NightTrain time get home cant listen Luke  thaumatropia late im literally blue no taksies backsies BenKuchera I CAN PROGRAM IT TO DO MANY THINGS RABDAFGTSERdfwgradggrtybgbawfhghddsfdtgtgbwjdserdfggvssadfrwqVXXSDF  KellyTurner buellerishere  Thats one example self genocide sake pandering left wing idiotology PeopleYouTrulyLove Mom MarloThomas Too many children dying bullying I hope new law New Jersey helps ,0
RT ammar_afp Heartbreaking images  ISIS stoning Iraqi woman acused adultery till death Mosul north Iraq ,0
This not legal advice common sense What I help people know say police help find lawyer PendragonTarot,0
RT MuricanGrlInAUS Kat Andre assholes karmaisabitch gohome mkr shitcooks,0
no ones mad whats disgusting white women trying breed black mixed children walk around saying nigger,1
AntiDARKSKINNED Dont start Im brown bullshit You black nigger You filthy amp disgustingIll pray u,1
RT tassiedadIm sure pot cooked hot MKR killerblondes RTvid,0
Oh gosh played Ready Run MKR tonight I soo happy,0
ashleylynch o_O thats appreciated greatly going releasing financial info soon,0
RT srhbutts CEO sony europe vehemently unequivocally condemns gamergate misogynistic harassment ,0
dj_zense te creo esparate que estoy witriando bulling,0
 HappilyMe,0
The  didnt vote reclassified back NIGGERS Happy tap dancing dumb fucks ltSOSINCERE ENTgt,1
IHatebd I apologize I clear I think statement equally racist original tweet sexist,0
Só tuito coisa inutil uu UASHUASHASUHSU isso se chama autobullying n pratiquem isso em casa ,0
buttercupashby MaDaSaHaTtEr_ You run mouth like idiot unsupported assertions But knows Ziltch bout Islam,0
LMGTFY might favorite way educate people I no obligation educate,0
This humiliates you I wonder thinks MKR,0
I start muttering breath white people cannot dreadlocks Oh lord,0
RT gyu PierceCotwa twitter If u care abt presumptively innocent instapundit avfmnews MT_ AsheSchow ScottGreenfield,0
TruthsJustice johnnygjokaj BilalIGhumman Halima cdnKhadija rfrankh Another conspiracy theory idiot no data,0
JReebo Who wants get nose bad bois scally chav sockfetish stinking  hot sox legs,0
tayyoung_ FUCK OBAMA dumb ass niggerFuck yall hoes TeamBarackObama Bitch,1
tayyoung_ FUCK OBAMA dumb ass nigger bad no one loves ppl like reason nigger office lmaooo,1
juegosdecolegio Cuando encerraban en el armario le daban vueltas hasta que quedara con graves contusiones Bullying mode broma,0
Trump police called system doesnt shit Yall hard work them Ruining communities innocent peoples hard work Latinos negros damage white supramacists,1
squishilicious How deconstruct lemon tart  mkr I think drop floor scrape bowl,0
Actually locomotive cab cleaner Douglass not intended cars Rildom urmindblown ,0
Payton Rae Supports Bullying Prevention  via cmilove,0
At least understand woman  conventionally feminine smalltownAbbey I would love see women embrace femininity notsexist,0
Im excited this Were already great things I cant wait Im able tell more,0
Racism still alive well ever RT Ace_Muney RT tayyoung_ FUCK OBAMA dumb ass nigger ,1
zaynmetro well have want people like trump supporters stop looking us black people like disgusting niggers,1
Equality Action NOW Participates County School Bullying Project  gay gsa lgbt,0
Bottom  teams Im thinking Kat Andre Annie Lloyd mkr,0
Such shame closest friend med school telling bs everytime posted something abt prevention covid  irl ga menerapkan yg seharusnya Yasudahlah end day care protect ur loved one first,1
DavidRomeiPHD ALWiss Why Bush answer it Have answered this ,0
This Missouri Illinois game great college ball,0
Usher fuck dumb nigger,1
Heidi thats no argument Not everyone bullied feels need get nose job eyelid surgery InsightSBS,0
sofrendo bullying no trabalho só porque descobriram que sou louca por ashleytisdale e ddlovato  tenho  anos e gosto mesmo E DAI,0
Tonkiel sofrendo bullying Deve ser cousa CARLOS,0
That guy kept going while too I think proposed Are married now Does mean I health insurance,0
I cant trust soul,0
Hot lemon curd NO grrrrrrrrrrr MKR,0
So Biden fighting systematic racism past  years senator Oh yeah never ANYTHING help black people LGBTQ people In fact passed laws AGAINST black LGBTQ people YOU HAD FORTY YEARS JOE thofJuly thofJuly,1
direflail excoworker gave me ,0
I think biggest problem I theres much reliance WoW services external mechanism,0
Out come fingers toes counting MKR,0
bet fat girl getting bully YouTube ,0
What horrible human score  Youre not even good cooking Get MKR KatAndAndre,0
Im proud supporter RomneyRyan campaign Im not dumb ass I need told ignorant wrong I am thanks,0
OfficPerrieE xCharlie_mk following hercan u follow plz PezzaLittleMix  IsJesyNelson LeighLeePinnock followin me,0
TheDaveCA ,0
This new pic,0
So This Zimmerman Vs DMX Shit Is Really Hyping You Ignorant Ass Niggers Up And Yes I Said Niggers Because Yall Are Dumb As Fuck,1
sovocepelu Souumabolinha KKKKKKKKKKKK parem de bullying cmg ,0
If get follow randileeharper yes me Being CEO scary I want private account yelling P,0
Sam__ Notice see Kat Andre cut aways mkr Yay,0
Tell alright everything alright,0
AnwarPrince RTUKnews RT_com I find people claim others know anything Islam know anything,0
Nigerians really give fuck Niger Delta they Smhtoo busy watching big brother africa whatever dumb shit,1
YOU DUMB ASS NIGGERS GO HANG JUST LIKE YA ANCESTORS DID AND ITS ONLY YOUR FAULT FUCK YALL ,1
RT trillsuade I hate Niggaas act like bitches ðð¾,1
RT GrumpyVancouver YesYoureSexist maybe so But Im still right,0
Birds feather LBJ museum ,0
HillaryGuess riwired izrinhariri BasimaFaysal We proven repeat lie No time Blocked,0
TheFanVent Yeah like male doctors never attend births either,0
disqualified shawty disqualified,0
Bahai ROFLMAO So time Ive trying squeeze logic religious nut crazy ISIS,0
ShabanaMir I saw Armstrong tell five lies two sentences article No point reading lies beyond that,0
Aldag_Levi I love paying attention morning meeting,0
feeling ill nap annoying still feeling ill hour later worse badchoice,0
De javu I tweeted early stage MKR Vicky Celine could kill Bambi Itll happen next week MKR,0
RT sheconsulting  women know someone whos harassed online RT amyvernon via RadCampaign SVU IntimidationGame ,0
I want make realize lost not mine  SelfReinvention makeover NewMe,0
u kno racism bcuz white people FEARED annihilationwhen discovered diff parts world ONLY saw colored ppl,1
Bitch dumb fuck All u PRAY RT dlatham tayyoung_ FUCK OBAMA dumb ass nigger yall see shit,1
Elephants Direct cuntandandre,0
grungews arleyronan ISSO SIM É BULLYING DENUCIEM,0
That entrée looks foul gtlt MKR,0
learned white DJ called Joey Negro apparently yesterday decided not go name anymore lmaoooo,1
vou sofrer bullying,0
MikePrysner This man liar You find YouTube interviews leaders Ukraines groups None neo Nazi,0
We best lipdub nobody top us class  sayy whaaa,0
Woot hold internet provider,0
Its really funny dumb white bitches get offended word nigger black friends give fuck choke dick slut,1
SNAP Manu  best judge reply MKR ur bad score strategic votingdo realize cook good well too,0
Need find costume ,0
Looking GG hashtag averaging abt  tweetsm LawAndOrderSVU Now m,0
MonicaLuck jajajajajjajaja tu eres la BULLY jajajajaajja C,0
Its go time,0
Questionor lot harder developer policy prohibits it,0
Wow typical Colored people really Wow dont even try hide racism all Blatant proud huh They People Color THAT refer them That gives dignity respect oppressed group Go back KKK meeting u MILKFACE,1
gyu Was wrongly accused himself Didnt know back story,0
VogueGwyneth seriously oo,0
A Thiifany_ ta fazendo bullying com mariimarqs_ chamando ela de balao,0
Schmeegs duh learn tricks trade,0
I want  private repos github gdi,0
daarulislam_com Racism Islam ,0
denicewilliams buyao laabuyao mei tian bully wo la,0
Kana bully W guy ,0
pwreclive ,0
MKR Pete want wow maybe switch networks head masterchef mate,0
mkr mkr BYE BYE MY KITCHEN RULES HELLOOOO THE BLOCK TheBlock,0
fuck jalen rose stupid go duke thats webber called time out typical dumb nigger jump,1
elplatt TheQuinnspiracy babies,0
KellyTurner brushyblues buellerishere And I doubt would find Serbs church But ISIS go Mosque  per day,0
milfgaardian Depends shade When blues MP fades greyish blue SFX fades wgreen tint,0
Paigey_x hahaha see doubtful,0
Sometimes life seems like chapters goodbyes Some good bad come together create story lives,0
Acts  AND Gods creation divine sanctified dark skinned Golden Negro Hebrew Nations Gods created people genuine original real Kings Priests God today trained God not devils possessed white men called theologians,1
SexKittenParty White feminists need focus calling men HIGHER position power themselves Lets keep focus here,0
Waiting sync bitch mac amp imma blast beats,0
Ignorance its finest RT Kristian_elise st thisRT tayyoung_ FUCK OBAMA dumb ass nigger,1
semzyxx The fact produces many broadly different ages proves derivation method wrong,0
I watching documentary called I not negro James Baldwin powerful documentary never seen I suggest black white asian watch,1
Its almost time ,0
LianaBrooks docfreeride But sweet  hour cash money I make Twitter would gone,0
Fiddle dee dee potaters mkr,0
MaxMayo  pissed lad past out I would lick dirty soles slept,0
Hooray MKR got exciting lol,0
RT KBDeuce Terrible way go yall one hell run OregonMBB GoDucks,0
iiSpeakKindness remembering asking back school ,0
The puppy I almost got ,0
MKR everyone looks tired,0
Cant wait I get data this But looks like spacekatgal probably avoid mentions AM PDT Sundays ,0
Im Only Human After All Alex I Rogers  A compelling story reality bullying schools Readinglist,0
watching project x dance,0
RT itskieren If Kat Andre survive Ill spewing MKR,0
lets see Ash Camilla to mkr ,0
We passionate this We experience amp surrounded great amp supportive industry Thank support ,0
girlziplocked DoubleUnionSF I have whiteboard And mental list I run several times day I know PM stuff yet,0
My mom got pretty good Christmas gifts friends school,0
beardyblue emily_esque police tend take reports online harassmentthreats lot seriously lawyer involved,0
sclancey said everyone high school,0
A th round instant restaurants I thought  enough year Dont get wrong love show seriously MKR,0
Kat Andres breakfast fails would Qantas serve economy class test mkr,0
RT joeyyeo In Islam theres concept called taqiyya dictates lying acceptable advances cause Allah http,0
maybe mkr Katie amp Nikki open icecream store since best thing ppl dinner table idk could work  em ,0
RT syrializer WhiteHouse Avoids Mentioning That  Beheaded Christians Were Christians   Whistleblower JoshEarnest ,0
It seems really wanted book published wouldve published now This whole story seems bunk,0
AlexAlexBurton Shut fuck dumb nigger,1
Instead eliminating one team end round  take top  MKR,0
Your fucking little nigger brood assholes fucking dumb brothers says I fuck yall hell ,1
I would rather eat arse mkr,0
RT dearsarah MadcapOcelot freebsdgirl also the awesome ellenchisa counted  women follows amp wrote ,0
NOBullying PLEASE sign petitionhelp stop bullying,0
È LeniLanza eu ea aninhacolorfull estamos sofrendo bulling mas não somos colegas nem moramos na mesma cidade mas sofremos por ser colorida,0
Deconstructed lemon tart Basically pile crap plate MKR ,0
Thuli_Khanyile hala yellowbone ,0
LilHades False equivalences fun,0
I hope instant restaurant round good one Getting bit them MKR MKR,0
Veeren_Jubbal no u,0
UMTony lmao I really wanted take down,0
sisshintaa ive found ur key,0
SumerSloan PAWarnhoff etsho Hamas terrorist groups blown Israeli busses attacked Israeli schools,0
Cant bully real nigga,0
ShaofHappiness sexts orange BECAUSE THEY ARE LEGENDARY GET IT P,0
DaraDeBrun MaxBlumenthal Big deal The spell checker makes decisions times You look like twat making issue,0
Oh god Annie Lloyd hell mkr,0
Lynn Tony got no change Say goodbye mkr,0
taylorswift red amazin  D,0
tayyoung_ FUCK OBAMA dumb ass nigger LOOK BITCH  Why u keep throwing word SUCK HIS NIGGA DICK U FAT HONKEY ,1
Gotta love holiday season Classic cartoons like Johnny bravo Ed edd eddy camp lazlo theoldtimes,0
omg cringe intro MKR,0
  FUCK tayyoung_  Fat Ass  Whatever Yo Race Is  RT tayyoung_ FUCK OBAMA dumb ass nigger,1
bully beatdown fluke  lol niggas tapping fast shit,0
Still think course needs work It great half course paired ok half course not good full course RnRStL,0
I need switch organizationbased github I want pay month Im cheap ,0
In case think Im joking ,0
So try amp claim innocence statistics paint someone avoid And Ive sights while Oh well,0
Running account  am without Irish coffee not recommended,0
RT TheVoyce islam begone ,0
RT BobG Obama Hopeful Immigration Will Drown Conservatism ,0
Look darlings Aussie TV looking fabulous races today SuperSaturday MKR ,0
Read response  Diga não ao bullying repassa ,0
Yea fuck RT therealexel IF YOURE A NIGGER FUCKING UNFOLLOW ME FUCKING DUMB NIGGERS,1
RT awizardsbeard freebsdgirl Thanks bud go ahead compare misogynist assholes Good thing tech not social policy ma,0
Since called Negro community shocked white man resisting efforts divide us I think I continue shock him By working together unity Despite religion political economical educational social differences,1
Racism Misogyny Take pick  Salon The story started outrageous incident campus violence Ea ,1
Got mention Tech News Night  Not  accurate close enough  in ,0
When sheriffs dept brings arrest warrant Kimberly come wrong address right streetholy shit,0
AnnieKNK BlutalTheDog BeninCitizen srhbutts Cernowatch a_man_in_black I taunted follower cnt back sep,0
Koscielny LiverpoolFC take advantage of  rookies Arsenal back  Carroll needs bully,0
Frio é bullying contra os solteiros ,0
scamp_faridxx How US back Shia militia And assholes find way blame everything US,0
